Frame_Index,Average_CrossEntropy_Loss
5.810000000000000000e+02,1.237167968185832079e+00
5.820000000000000000e+02,1.220970130620937510e+00
5.830000000000000000e+02,1.216486633404270101e+00
5.840000000000000000e+02,1.223998521484392699e+00
5.850000000000000000e+02,1.207341452380616076e+00
5.860000000000000000e+02,1.216312513935521533e+00
5.870000000000000000e+02,1.224878602034694230e+00
5.880000000000000000e+02,1.206991003112669603e+00
5.890000000000000000e+02,1.203571354653913961e+00
5.900000000000000000e+02,1.223244109084213438e+00
5.910000000000000000e+02,1.238192069053840827e+00
5.920000000000000000e+02,1.233596092567050828e+00
5.930000000000000000e+02,1.244864926339324995e+00
5.940000000000000000e+02,1.242940285363667074e+00
5.950000000000000000e+02,1.229921578271647054e+00
5.960000000000000000e+02,1.233191271248418763e+00
5.970000000000000000e+02,1.218957108709807224e+00
5.980000000000000000e+02,1.215928592274264863e+00
5.990000000000000000e+02,1.199318821132104196e+00
6.000000000000000000e+02,1.234026977010585835e+00
6.010000000000000000e+02,1.210231542105546731e+00
6.020000000000000000e+02,1.210243939301963279e+00
6.030000000000000000e+02,1.223932603093944804e+00
6.040000000000000000e+02,1.218886251373906271e+00
6.050000000000000000e+02,1.230065092104947633e+00
6.060000000000000000e+02,1.253790814557013800e+00
6.070000000000000000e+02,1.257009244448142216e+00
6.080000000000000000e+02,1.255428323431640791e+00
6.090000000000000000e+02,1.259054164918236962e+00
6.100000000000000000e+02,1.269947147358481798e+00
6.110000000000000000e+02,1.261892210109004653e+00
6.120000000000000000e+02,1.273695288078534604e+00
6.130000000000000000e+02,1.291469019033629761e+00
6.140000000000000000e+02,1.293621147973871288e+00
6.150000000000000000e+02,1.270702096708761886e+00
6.160000000000000000e+02,1.271410249211432753e+00
6.170000000000000000e+02,1.270826046734504500e+00
6.180000000000000000e+02,1.262153157066908227e+00
6.190000000000000000e+02,1.245862254267819047e+00
6.200000000000000000e+02,1.235441712774649092e+00
6.210000000000000000e+02,1.224832497174207058e+00
6.220000000000000000e+02,1.209149329632272174e+00
6.230000000000000000e+02,1.217886878031352982e+00
6.240000000000000000e+02,1.209409081041743494e+00
6.250000000000000000e+02,1.216527250623843148e+00
6.260000000000000000e+02,1.227766358495582244e+00
6.270000000000000000e+02,1.234003947005231971e+00
6.280000000000000000e+02,1.208164341798801056e+00
6.290000000000000000e+02,1.226434761610094126e+00
6.300000000000000000e+02,1.218406904689154358e+00
6.310000000000000000e+02,1.115925130273278443e+00
6.320000000000000000e+02,1.125638755572315519e+00
6.330000000000000000e+02,1.135948690215976553e+00
6.340000000000000000e+02,1.128537297155839392e+00
6.350000000000000000e+02,1.136108836599825311e+00
6.360000000000000000e+02,1.145166690544710208e+00
6.370000000000000000e+02,1.139710835366959829e+00
6.380000000000000000e+02,1.137978064479906903e+00
6.390000000000000000e+02,1.138011642966526349e+00
6.400000000000000000e+02,1.128351879301104477e+00
6.410000000000000000e+02,1.130149586350285951e+00
6.420000000000000000e+02,1.137983669502585338e+00
6.430000000000000000e+02,1.122483230445619817e+00
6.440000000000000000e+02,1.122045886092311706e+00
6.450000000000000000e+02,1.111541062368726074e+00
6.460000000000000000e+02,1.108261242059638940e+00
6.470000000000000000e+02,1.131009182993618412e+00
6.480000000000000000e+02,1.112431394608947022e+00
6.490000000000000000e+02,1.111562814394579268e+00
6.500000000000000000e+02,1.119852589361266304e+00
6.510000000000000000e+02,1.118205008366367492e+00
6.520000000000000000e+02,1.109839292866995342e+00
6.530000000000000000e+02,1.118262982519590221e+00
6.540000000000000000e+02,1.122589976188273386e+00
6.550000000000000000e+02,1.113571013084129646e+00
6.560000000000000000e+02,1.113789076324511962e+00
6.570000000000000000e+02,1.104675124434376210e+00
6.580000000000000000e+02,1.092785942809580968e+00
6.590000000000000000e+02,1.078651238827838421e+00
6.600000000000000000e+02,1.097551600596752719e+00
6.610000000000000000e+02,1.098987342212153662e+00
6.620000000000000000e+02,1.093645698345014683e+00
6.630000000000000000e+02,1.112967259070010151e+00
6.640000000000000000e+02,1.099217181657373033e+00
6.650000000000000000e+02,1.087953008085074558e+00
6.660000000000000000e+02,1.080368806865494635e+00
6.670000000000000000e+02,1.069913841315789815e+00
6.680000000000000000e+02,1.082520332402187702e+00
6.690000000000000000e+02,1.086000465703609752e+00
6.700000000000000000e+02,1.086592911293536412e+00
6.710000000000000000e+02,1.095026711850676904e+00
6.720000000000000000e+02,1.096015216189140995e+00
6.730000000000000000e+02,1.099260421050032743e+00
6.740000000000000000e+02,1.086861708941385007e+00
6.750000000000000000e+02,1.080985224929623012e+00
6.760000000000000000e+02,1.096849266375520493e+00
6.770000000000000000e+02,1.104032662984138380e+00
6.780000000000000000e+02,1.107957243709697615e+00
6.790000000000000000e+02,1.106457992854959826e+00
6.800000000000000000e+02,1.110480687083688300e+00
6.810000000000000000e+02,1.101098879758798832e+00
6.820000000000000000e+02,1.110351071895455455e+00
6.830000000000000000e+02,1.114835582325153451e+00
6.840000000000000000e+02,1.101738711384832037e+00
6.850000000000000000e+02,1.104554080337423638e+00
6.860000000000000000e+02,1.092525641831363803e+00
6.870000000000000000e+02,1.096048723174009254e+00
6.880000000000000000e+02,1.092088811259069203e+00
6.890000000000000000e+02,1.099236355085617678e+00
6.900000000000000000e+02,1.109680141119650187e+00
6.910000000000000000e+02,1.128489013319550427e+00
6.920000000000000000e+02,1.114790540420519172e+00
6.930000000000000000e+02,1.123316503774926645e+00
6.940000000000000000e+02,1.100003543420462027e+00
6.950000000000000000e+02,1.094090903657747305e+00
6.960000000000000000e+02,1.090559309507564967e+00
6.970000000000000000e+02,1.089366194421071965e+00
6.980000000000000000e+02,1.097744275118155421e+00
6.990000000000000000e+02,1.104419700098568935e+00
7.000000000000000000e+02,1.097954330939144185e+00
7.010000000000000000e+02,1.094678179134994211e+00
7.020000000000000000e+02,1.086496822137376972e+00
7.030000000000000000e+02,1.086616783122816621e+00
7.040000000000000000e+02,1.097419840501647315e+00
7.050000000000000000e+02,1.115013958389129201e+00
7.060000000000000000e+02,1.117052712537244696e+00
7.070000000000000000e+02,1.122400724838263697e+00
7.080000000000000000e+02,1.112771407571293558e+00
7.090000000000000000e+02,1.116108093001120904e+00
7.100000000000000000e+02,1.112248250811481487e+00
7.110000000000000000e+02,1.128419169301546621e+00
7.120000000000000000e+02,1.128229478869104296e+00
7.130000000000000000e+02,1.144819763245888966e+00
7.140000000000000000e+02,1.133315351662329551e+00
7.150000000000000000e+02,1.133165639419867476e+00
7.160000000000000000e+02,1.138892588918356097e+00
7.170000000000000000e+02,1.145396596318352334e+00
7.180000000000000000e+02,1.151504972539583393e+00
7.190000000000000000e+02,1.166594709477094094e+00
7.200000000000000000e+02,1.177435011987448599e+00
7.210000000000000000e+02,1.185231933606487154e+00
7.220000000000000000e+02,1.205236029340834181e+00
7.230000000000000000e+02,1.195502360459667068e+00
7.240000000000000000e+02,1.194913929278674791e+00
7.250000000000000000e+02,1.198423667725685871e+00
7.260000000000000000e+02,1.177136497817734995e+00
7.270000000000000000e+02,1.181906080042929741e+00
7.280000000000000000e+02,1.191482968206829085e+00
7.290000000000000000e+02,1.182661837319542109e+00
7.300000000000000000e+02,1.182665104390574040e+00
7.310000000000000000e+02,1.189969492590856159e+00
7.320000000000000000e+02,1.191304977333536019e+00
7.330000000000000000e+02,1.200115488499731597e+00
7.340000000000000000e+02,1.203747106850427961e+00
7.350000000000000000e+02,1.211953404846580540e+00
7.360000000000000000e+02,1.226585448364323261e+00
7.370000000000000000e+02,1.240576086142134660e+00
7.380000000000000000e+02,1.229909549144555525e+00
7.390000000000000000e+02,1.216435030167785314e+00
7.400000000000000000e+02,1.220407072559978268e+00
7.410000000000000000e+02,1.208217434501206888e+00
7.420000000000000000e+02,1.215434758581549701e+00
7.430000000000000000e+02,1.215343888343555001e+00
7.440000000000000000e+02,1.236354037560351449e+00
7.450000000000000000e+02,1.221894707857299034e+00
7.460000000000000000e+02,1.240288764326525017e+00
7.470000000000000000e+02,1.244135187482992011e+00
7.480000000000000000e+02,1.226209190066369636e+00
7.490000000000000000e+02,1.210879292405426133e+00
7.500000000000000000e+02,1.249133962753779414e+00
7.510000000000000000e+02,1.206651862255195384e+00
7.520000000000000000e+02,1.199884426017171934e+00
7.530000000000000000e+02,1.199364375405518102e+00
7.540000000000000000e+02,1.191177436263938905e+00
7.550000000000000000e+02,1.195579807433232666e+00
7.560000000000000000e+02,1.191508959627368025e+00
7.570000000000000000e+02,1.190989380921537055e+00
7.580000000000000000e+02,1.214880101780925648e+00
7.590000000000000000e+02,1.219502434339533092e+00
7.600000000000000000e+02,1.229324122231143290e+00
7.610000000000000000e+02,1.227393993880744327e+00
7.620000000000000000e+02,1.223251220278942952e+00
7.630000000000000000e+02,1.219835747274125692e+00
7.640000000000000000e+02,1.214114522567163457e+00
7.650000000000000000e+02,1.225196715652462798e+00
7.660000000000000000e+02,1.232378093385539719e+00
7.670000000000000000e+02,1.237870815994524865e+00
7.680000000000000000e+02,1.229179178632682889e+00
7.690000000000000000e+02,1.221760973951666385e+00
7.700000000000000000e+02,1.230601120252465597e+00
7.710000000000000000e+02,1.202004812753082019e+00
7.720000000000000000e+02,1.188438942657684905e+00
7.730000000000000000e+02,1.190323308460806029e+00
7.740000000000000000e+02,1.197653259413941296e+00
7.750000000000000000e+02,1.178002146392827854e+00
7.760000000000000000e+02,1.198665027362012303e+00
7.770000000000000000e+02,1.184306815291744419e+00
7.780000000000000000e+02,1.178364003166665785e+00
7.790000000000000000e+02,1.195549594281174244e+00
7.800000000000000000e+02,1.227284322694151220e+00
7.810000000000000000e+02,1.211678216133846187e+00
7.820000000000000000e+02,1.200877660394626956e+00
7.830000000000000000e+02,1.203566532021194124e+00
7.840000000000000000e+02,1.195296025500174109e+00
7.850000000000000000e+02,1.207552959378353608e+00
7.860000000000000000e+02,1.240992077977941088e+00
7.870000000000000000e+02,1.254254513823679362e+00
7.880000000000000000e+02,1.266542786415456368e+00
7.890000000000000000e+02,1.257083147260468881e+00
7.900000000000000000e+02,1.250442955585825189e+00
7.910000000000000000e+02,1.250735540098783849e+00
7.920000000000000000e+02,1.250130122304715430e+00
7.930000000000000000e+02,1.250737501826501452e+00
7.940000000000000000e+02,1.265241920454795332e+00
7.950000000000000000e+02,1.269779377172725487e+00
7.960000000000000000e+02,1.257739134179034268e+00
7.970000000000000000e+02,1.268993357686182266e+00
7.980000000000000000e+02,1.271170985107038742e+00
7.990000000000000000e+02,1.254938818764465003e+00
8.000000000000000000e+02,1.247675149601751077e+00
8.010000000000000000e+02,1.243010012088501037e+00
8.020000000000000000e+02,1.239714714159963149e+00
8.030000000000000000e+02,1.234686215544037236e+00
8.040000000000000000e+02,1.240852863082305024e+00
8.050000000000000000e+02,1.241373321489838810e+00
8.060000000000000000e+02,1.252846960308112489e+00
8.070000000000000000e+02,1.257854789873161350e+00
8.080000000000000000e+02,1.249699432126253340e+00
8.090000000000000000e+02,1.247041880693619209e+00
8.100000000000000000e+02,1.251545964750564677e+00
8.110000000000000000e+02,1.245989097680483715e+00
8.120000000000000000e+02,1.232194971950252071e+00
8.130000000000000000e+02,1.237660614154954208e+00
8.140000000000000000e+02,1.253478473770717860e+00
8.150000000000000000e+02,1.248413735291581839e+00
8.160000000000000000e+02,1.261196346504606769e+00
8.170000000000000000e+02,1.278565906803123653e+00
8.180000000000000000e+02,1.270651645694284237e+00
8.190000000000000000e+02,1.270776855521641435e+00
8.200000000000000000e+02,1.301295095543151259e+00
8.210000000000000000e+02,1.296189708035495602e+00
8.220000000000000000e+02,1.312149486375732810e+00
8.230000000000000000e+02,1.313309300691330339e+00
8.240000000000000000e+02,1.306277696627093476e+00
8.250000000000000000e+02,1.317956195253028540e+00
8.260000000000000000e+02,1.331584195265983928e+00
8.270000000000000000e+02,1.330943741215653953e+00
8.280000000000000000e+02,1.320684710635704917e+00
8.290000000000000000e+02,1.311668162542804605e+00
8.300000000000000000e+02,1.305814544343527173e+00
8.310000000000000000e+02,1.312864284965943540e+00
8.320000000000000000e+02,1.307133473822790659e+00
8.330000000000000000e+02,1.318203275687251708e+00
8.340000000000000000e+02,1.313682218889218989e+00
8.350000000000000000e+02,1.321170269561028343e+00
8.360000000000000000e+02,1.339578907035033684e+00
8.370000000000000000e+02,1.340189415032386311e+00
8.380000000000000000e+02,1.334258364259960361e+00
8.390000000000000000e+02,1.343169290437469021e+00
8.400000000000000000e+02,1.380036363745953398e+00
8.410000000000000000e+02,1.285444364533759654e+00
8.420000000000000000e+02,1.305516369233373553e+00
8.430000000000000000e+02,1.299669735057666919e+00
8.440000000000000000e+02,1.285506064558352035e+00
8.450000000000000000e+02,1.277611910088702230e+00
8.460000000000000000e+02,1.290015291203104875e+00
8.470000000000000000e+02,1.290510874034975553e+00
8.480000000000000000e+02,1.290778835293417526e+00
8.490000000000000000e+02,1.277399865120386391e+00
8.500000000000000000e+02,1.298751221441411419e+00
8.510000000000000000e+02,1.291995050996108230e+00
8.520000000000000000e+02,1.290636532325013297e+00
8.530000000000000000e+02,1.289099317531897659e+00
8.540000000000000000e+02,1.277806614743339564e+00
8.550000000000000000e+02,1.277037909677659178e+00
8.560000000000000000e+02,1.269310485002876243e+00
8.570000000000000000e+02,1.251539428179411884e+00
8.580000000000000000e+02,1.241533765952788970e+00
8.590000000000000000e+02,1.249439834681950856e+00
8.600000000000000000e+02,1.254037944271179539e+00
8.610000000000000000e+02,1.261704243041525286e+00
8.620000000000000000e+02,1.273192594946230605e+00
8.630000000000000000e+02,1.257920560095093121e+00
8.640000000000000000e+02,1.242375763136722933e+00
8.650000000000000000e+02,1.234356935319974147e+00
8.660000000000000000e+02,1.202685336357530055e+00
8.670000000000000000e+02,1.204928498117978419e+00
8.680000000000000000e+02,1.205744056774033179e+00
8.690000000000000000e+02,1.207851263609597492e+00
8.700000000000000000e+02,1.219376982731477321e+00
8.710000000000000000e+02,1.210633963059107865e+00
8.720000000000000000e+02,1.218368722702143803e+00
8.730000000000000000e+02,1.210181895441254873e+00
8.740000000000000000e+02,1.220652021772952622e+00
8.750000000000000000e+02,1.217094788420298723e+00
8.760000000000000000e+02,1.208038115906917120e+00
8.770000000000000000e+02,1.227904339667832190e+00
8.780000000000000000e+02,1.239143930528856297e+00
8.790000000000000000e+02,1.227917572609537045e+00
8.800000000000000000e+02,1.207192622122346126e+00
8.810000000000000000e+02,1.220426608623367715e+00
8.820000000000000000e+02,1.216422393266973989e+00
8.830000000000000000e+02,1.208605146383504580e+00
8.840000000000000000e+02,1.199664657955549441e+00
8.850000000000000000e+02,1.195030378210530708e+00
8.860000000000000000e+02,1.189896608977707881e+00
8.870000000000000000e+02,1.182473735571450968e+00
8.880000000000000000e+02,1.190888282525163433e+00
8.890000000000000000e+02,1.196572986328586330e+00
8.900000000000000000e+02,1.206851490420996376e+00
8.910000000000000000e+02,1.214507892235458186e+00
8.920000000000000000e+02,1.220105403412728551e+00
8.930000000000000000e+02,1.219918899804017354e+00
8.940000000000000000e+02,1.235090141625712734e+00
8.950000000000000000e+02,1.236374232988951105e+00
8.960000000000000000e+02,1.245687539067498850e+00
8.970000000000000000e+02,1.247839270534933709e+00
8.980000000000000000e+02,1.243472258161097965e+00
8.990000000000000000e+02,1.260301108903001621e+00
9.000000000000000000e+02,1.266926405736874761e+00
9.010000000000000000e+02,1.210878198994578270e+00
9.020000000000000000e+02,1.226505819514841278e+00
9.030000000000000000e+02,1.224471186854771076e+00
9.040000000000000000e+02,1.205559112688661116e+00
9.050000000000000000e+02,1.208381927291156899e+00
9.060000000000000000e+02,1.212173816212725797e+00
9.070000000000000000e+02,1.213271481707351995e+00
9.080000000000000000e+02,1.224830813339167435e+00
9.090000000000000000e+02,1.221592240940026386e+00
9.100000000000000000e+02,1.209616022453474216e+00
9.110000000000000000e+02,1.222745556004383616e+00
9.120000000000000000e+02,1.245175745544656820e+00
9.130000000000000000e+02,1.239850658100294822e+00
9.140000000000000000e+02,1.240191937754389073e+00
9.150000000000000000e+02,1.230931046882005830e+00
9.160000000000000000e+02,1.236145736971138831e+00
9.170000000000000000e+02,1.241701085033355412e+00
9.180000000000000000e+02,1.220488662509524147e+00
9.190000000000000000e+02,1.203016316255798301e+00
9.200000000000000000e+02,1.208443694654306455e+00
9.210000000000000000e+02,1.216924020647866200e+00
9.220000000000000000e+02,1.217746749031221043e+00
9.230000000000000000e+02,1.211126118771062465e+00
9.240000000000000000e+02,1.205695625903217660e+00
9.250000000000000000e+02,1.194044339120637233e+00
9.260000000000000000e+02,1.194543642046255627e+00
9.270000000000000000e+02,1.198315773413924035e+00
9.280000000000000000e+02,1.207166091512362982e+00
9.290000000000000000e+02,1.202750323699319779e+00
9.300000000000000000e+02,1.223735406398945624e+00
9.310000000000000000e+02,1.183227610494324011e+00
9.320000000000000000e+02,1.163775187545759371e+00
9.330000000000000000e+02,1.151277028282603254e+00
9.340000000000000000e+02,1.144562840104547563e+00
9.350000000000000000e+02,1.132093070273130664e+00
9.360000000000000000e+02,1.130288960471895754e+00
9.370000000000000000e+02,1.125951615847677223e+00
9.380000000000000000e+02,1.123061390960312211e+00
9.390000000000000000e+02,1.123241585235077888e+00
9.400000000000000000e+02,1.142253355305001605e+00
9.410000000000000000e+02,1.137378222354031632e+00
9.420000000000000000e+02,1.147044056683653501e+00
9.430000000000000000e+02,1.133693418890647120e+00
9.440000000000000000e+02,1.139174157526929632e+00
9.450000000000000000e+02,1.143310323789288985e+00
9.460000000000000000e+02,1.132047118108885364e+00
9.470000000000000000e+02,1.133565262021324127e+00
9.480000000000000000e+02,1.139129758928681957e+00
9.490000000000000000e+02,1.144596239686617167e+00
9.500000000000000000e+02,1.141286946703048422e+00
9.510000000000000000e+02,1.144370764239283744e+00
9.520000000000000000e+02,1.138935363229723885e+00
9.530000000000000000e+02,1.149429099484361005e+00
9.540000000000000000e+02,1.128305032463465585e+00
9.550000000000000000e+02,1.120025254768816758e+00
9.560000000000000000e+02,1.127414718502470992e+00
9.570000000000000000e+02,1.139690895352307942e+00
9.580000000000000000e+02,1.133848514005931563e+00
9.590000000000000000e+02,1.139646975120713002e+00
9.600000000000000000e+02,1.219033085123885973e+00
9.610000000000000000e+02,1.234969806682137294e+00
9.620000000000000000e+02,1.246367312683637651e+00
9.630000000000000000e+02,1.250297483099900520e+00
9.640000000000000000e+02,1.228697862184856548e+00
9.650000000000000000e+02,1.222520190297142983e+00
9.660000000000000000e+02,1.206723378493484988e+00
9.670000000000000000e+02,1.190735122037370308e+00
9.680000000000000000e+02,1.174648958547428901e+00
9.690000000000000000e+02,1.207248759720715992e+00
9.700000000000000000e+02,1.213013153172020520e+00
9.710000000000000000e+02,1.212093638938730900e+00
9.720000000000000000e+02,1.218488520650727658e+00
9.730000000000000000e+02,1.213530958052595254e+00
9.740000000000000000e+02,1.204180988731483604e+00
9.750000000000000000e+02,1.202624922836656340e+00
9.760000000000000000e+02,1.200332485025972895e+00
9.770000000000000000e+02,1.206550137094799746e+00
9.780000000000000000e+02,1.216602885220372299e+00
9.790000000000000000e+02,1.202908524867854378e+00
9.800000000000000000e+02,1.198259445779344512e+00
9.810000000000000000e+02,1.199247254950373875e+00
9.820000000000000000e+02,1.190294505923736423e+00
9.830000000000000000e+02,1.188494853008995600e+00
9.840000000000000000e+02,1.194269479665672318e+00
9.850000000000000000e+02,1.192824260823221572e+00
9.860000000000000000e+02,1.191483244874204095e+00
9.870000000000000000e+02,1.191761460113425430e+00
9.880000000000000000e+02,1.209065189053028622e+00
9.890000000000000000e+02,1.214051786203722116e+00
9.900000000000000000e+02,1.214435361370151067e+00
9.910000000000000000e+02,1.197113234050468433e+00
9.920000000000000000e+02,1.204369236259824616e+00
9.930000000000000000e+02,1.207198474647399600e+00
9.940000000000000000e+02,1.195129443974777494e+00
9.950000000000000000e+02,1.190258494132043099e+00
9.960000000000000000e+02,1.186215726389437508e+00
9.970000000000000000e+02,1.164525472234796633e+00
9.980000000000000000e+02,1.167481055070163309e+00
9.990000000000000000e+02,1.154597284509886634e+00
1.000000000000000000e+03,1.132532506456805699e+00
1.001000000000000000e+03,1.127460069508352092e+00
1.002000000000000000e+03,1.129852464856553995e+00
1.003000000000000000e+03,1.116021903125888226e+00
1.004000000000000000e+03,1.127541365586781641e+00
1.005000000000000000e+03,1.126555487142522294e+00
1.006000000000000000e+03,1.131824316488604820e+00
1.007000000000000000e+03,1.128427315784049201e+00
1.008000000000000000e+03,1.127444673640894957e+00
1.009000000000000000e+03,1.127090310820171304e+00
1.010000000000000000e+03,1.133627302623871236e+00
1.011000000000000000e+03,1.141916759857364516e+00
1.012000000000000000e+03,1.145501809368875801e+00
1.013000000000000000e+03,1.142695939426603635e+00
1.014000000000000000e+03,1.148519596591574654e+00
1.015000000000000000e+03,1.155263874906166999e+00
1.016000000000000000e+03,1.168013054393102435e+00
1.017000000000000000e+03,1.156970085825176131e+00
1.018000000000000000e+03,1.185403373225428325e+00
1.019000000000000000e+03,1.182637635251308827e+00
1.020000000000000000e+03,1.185313719062401905e+00
1.021000000000000000e+03,1.124015079312730148e+00
1.022000000000000000e+03,1.118753721036193749e+00
1.023000000000000000e+03,1.129353760980390087e+00
1.024000000000000000e+03,1.119567317752906410e+00
1.025000000000000000e+03,1.115391385831906890e+00
1.026000000000000000e+03,1.105436943159167296e+00
1.027000000000000000e+03,1.116639006802596867e+00
1.028000000000000000e+03,1.123735679841567192e+00
1.029000000000000000e+03,1.100656355870362368e+00
1.030000000000000000e+03,1.110671316045931611e+00
1.031000000000000000e+03,1.114625979674878531e+00
1.032000000000000000e+03,1.131135815860444538e+00
1.033000000000000000e+03,1.142208979457408402e+00
1.034000000000000000e+03,1.146859556714447503e+00
1.035000000000000000e+03,1.144112738058552292e+00
1.036000000000000000e+03,1.147354046231848113e+00
1.037000000000000000e+03,1.143894301337904151e+00
1.038000000000000000e+03,1.142872020389965160e+00
1.039000000000000000e+03,1.167515165514760866e+00
1.040000000000000000e+03,1.151562678747805268e+00
1.041000000000000000e+03,1.139417744978003633e+00
1.042000000000000000e+03,1.137467090924063839e+00
1.043000000000000000e+03,1.137206481535537383e+00
1.044000000000000000e+03,1.154592546624091165e+00
1.045000000000000000e+03,1.142441231561334591e+00
1.046000000000000000e+03,1.149602445745551815e+00
1.047000000000000000e+03,1.164794372830144198e+00
1.048000000000000000e+03,1.170782498659958204e+00
1.049000000000000000e+03,1.168142087428473364e+00
1.050000000000000000e+03,1.161609474129336794e+00
1.051000000000000000e+03,1.158365023244793290e+00
1.052000000000000000e+03,1.153456070144548651e+00
1.053000000000000000e+03,1.158580905328401300e+00
1.054000000000000000e+03,1.156376623902124923e+00
1.055000000000000000e+03,1.147099659541466643e+00
1.056000000000000000e+03,1.140544804633396803e+00
1.057000000000000000e+03,1.138597763264853624e+00
1.058000000000000000e+03,1.150512905504459615e+00
1.059000000000000000e+03,1.140265736765771587e+00
1.060000000000000000e+03,1.156268310796305654e+00
1.061000000000000000e+03,1.167043961914195904e+00
1.062000000000000000e+03,1.163618187899960077e+00
1.063000000000000000e+03,1.188584122634535944e+00
1.064000000000000000e+03,1.195859980038194825e+00
1.065000000000000000e+03,1.187809626670140339e+00
1.066000000000000000e+03,1.194651134444090212e+00
1.067000000000000000e+03,1.191779059782641426e+00
1.068000000000000000e+03,1.183619193713767004e+00
1.069000000000000000e+03,1.201091074001225056e+00
1.070000000000000000e+03,1.203950658507636495e+00
1.071000000000000000e+03,1.214151818992966758e+00
1.072000000000000000e+03,1.217377557683977596e+00
1.073000000000000000e+03,1.217613298342459682e+00
1.074000000000000000e+03,1.236830483588467589e+00
1.075000000000000000e+03,1.244768575635195385e+00
1.076000000000000000e+03,1.249087901002106538e+00
1.077000000000000000e+03,1.227413257540427738e+00
1.078000000000000000e+03,1.228624280891596809e+00
1.079000000000000000e+03,1.222301844283032901e+00
1.080000000000000000e+03,1.215668679771867211e+00
1.081000000000000000e+03,1.195729860325634553e+00
1.082000000000000000e+03,1.209117706411008797e+00
1.083000000000000000e+03,1.204960590356670247e+00
1.084000000000000000e+03,1.196020706509252296e+00
1.085000000000000000e+03,1.192547845865575384e+00
1.086000000000000000e+03,1.160468440492597120e+00
1.087000000000000000e+03,1.181332468063504004e+00
1.088000000000000000e+03,1.196884848133449086e+00
1.089000000000000000e+03,1.182601111445180209e+00
1.090000000000000000e+03,1.186504214878642216e+00
1.091000000000000000e+03,1.198160085523163110e+00
1.092000000000000000e+03,1.198318829036298494e+00
1.093000000000000000e+03,1.182682252602819784e+00
1.094000000000000000e+03,1.186494121044616934e+00
1.095000000000000000e+03,1.172993960069086405e+00
1.096000000000000000e+03,1.161063294992099371e+00
1.097000000000000000e+03,1.168929756442662615e+00
1.098000000000000000e+03,1.158905461408448190e+00
1.099000000000000000e+03,1.171770448451143976e+00
1.100000000000000000e+03,1.175272159013394768e+00
1.101000000000000000e+03,1.160276781045919359e+00
1.102000000000000000e+03,1.167694971265833326e+00
1.103000000000000000e+03,1.182532894400804446e+00
1.104000000000000000e+03,1.198649126517715935e+00
1.105000000000000000e+03,1.199765987881359575e+00
1.106000000000000000e+03,1.209146217458147987e+00
1.107000000000000000e+03,1.200364613821520043e+00
1.108000000000000000e+03,1.195582931603942356e+00
1.109000000000000000e+03,1.188256971689275465e+00
1.110000000000000000e+03,1.192234866326691956e+00
1.111000000000000000e+03,1.186178640410114671e+00
1.112000000000000000e+03,1.198238357712398283e+00
1.113000000000000000e+03,1.180901140037579955e+00
1.114000000000000000e+03,1.172364185551839855e+00
1.115000000000000000e+03,1.183345256804196666e+00
1.116000000000000000e+03,1.162802797445936953e+00
1.117000000000000000e+03,1.174137713885197165e+00
1.118000000000000000e+03,1.177265692187765111e+00
1.119000000000000000e+03,1.162498947788540793e+00
1.120000000000000000e+03,1.159683284714406293e+00
1.121000000000000000e+03,1.168229135073922897e+00
1.122000000000000000e+03,1.183307197139556788e+00
1.123000000000000000e+03,1.182794310738951138e+00
1.124000000000000000e+03,1.197968277758562516e+00
1.125000000000000000e+03,1.201785896500787931e+00
1.126000000000000000e+03,1.208501034891693360e+00
1.127000000000000000e+03,1.202058107303950685e+00
1.128000000000000000e+03,1.201895921352083008e+00
1.129000000000000000e+03,1.207550107016455820e+00
1.130000000000000000e+03,1.212509782430142513e+00
1.131000000000000000e+03,1.212035211797894085e+00
1.132000000000000000e+03,1.206386926277486671e+00
1.133000000000000000e+03,1.216936909071293149e+00
1.134000000000000000e+03,1.198671065587785023e+00
1.135000000000000000e+03,1.203453187277121916e+00
1.136000000000000000e+03,1.224505317576816799e+00
1.137000000000000000e+03,1.215205267872513595e+00
1.138000000000000000e+03,1.242203006248507657e+00
1.139000000000000000e+03,1.245971303445559952e+00
1.140000000000000000e+03,1.256042822317599672e+00
1.141000000000000000e+03,1.215920472255900719e+00
1.142000000000000000e+03,1.201673298707103710e+00
1.143000000000000000e+03,1.225639678507162600e+00
1.144000000000000000e+03,1.229873267510931178e+00
1.145000000000000000e+03,1.224912964543751759e+00
1.146000000000000000e+03,1.240869372393421433e+00
1.147000000000000000e+03,1.228770862885998127e+00
1.148000000000000000e+03,1.223539720769960759e+00
1.149000000000000000e+03,1.230921674441264546e+00
1.150000000000000000e+03,1.235390449392423484e+00
1.151000000000000000e+03,1.227952078613813613e+00
1.152000000000000000e+03,1.237744422289028368e+00
1.153000000000000000e+03,1.225993612250980913e+00
1.154000000000000000e+03,1.232453302893374403e+00
1.155000000000000000e+03,1.227355034325665395e+00
1.156000000000000000e+03,1.230961399209052010e+00
1.157000000000000000e+03,1.250302856503769267e+00
1.158000000000000000e+03,1.241088911987770826e+00
1.159000000000000000e+03,1.236967116853316062e+00
1.160000000000000000e+03,1.237212959782566957e+00
1.161000000000000000e+03,1.228216298488997493e+00
1.162000000000000000e+03,1.223619772817997386e+00
